字	分部	原書讀音	原書聲調	版本標記	含粵語音義版本標記	(1974)頁	(1974)位置	(1974)解釋	(1974)數碼化編註	(1996)編號	(1996)頁	(1996)位置	(1996)解釋	(1996)數碼化編註	讀音
樂	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngao	陽去聲	3	0	3	1			00196	7	1			[3]ngaau6
區	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	1			00197	7	1			[3]au1
嘔	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	2			00198	7	2			[3]au1
摳	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	3			00199	7	3			[3]au1
慪	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	4			00200	7	4			[3]au1
漚	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	5			00201	7	5			[3]au1
熰	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	6			00202	7	6			[3]au1
歐	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	7			00203	7	7			[3]au1
甌	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	8			00204	7	8			[3]au1
謳	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	9			00205	7	9			[3]au1
鷗	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	10			00206	7	10			[3]au1
緱	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰平聲	3	0	3	11			00207	7	11			[3:common]au1
嘔	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰上聲	3	0	3	1			00208	7	1			[3]au2
毆	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰上聲	3	0	3	2			00209	7	2			[3]au2
歐	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰上聲	3	0	3	3			00210	7	3			[3]au2
漚	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰去聲	3	0	3	1			00211	7	1			[3]au3
熰	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰去聲	3	0	3	2			00212	7	2			[3]au3
慪	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	au	陰去聲	3	0	3	3			00213	7	3			[3]au3
鈎	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陰平聲	3	0	3	1			00214	7	1			[3:common]ngau1
鉤	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陰平聲	3	0	3	2			00215	7	2			[3]ngau1
𠛎	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陰平聲	3	0	3	3			00216	7	3			[3]ngau1
勾	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陰平聲	3	0	3	4			00217	7	4			[3:common]ngau1
牛	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陽平聲	3	0	3	1			00218	7	1			[3]ngau4
偶	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陽上聲	3	0	3	1			00219	7	1			[3]ngau5
耦	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陽上聲	3	0	3	2			00220	7	2			[3]ngau5
藕	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陽上聲	3	0	3	3			00221	7	3			[3]ngau5
吽	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陽去聲	3	3	3	1	～哣：精神不振，無精打彩		00222	7	1			[3]ngau6
𤷤	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngau	陽去聲	3	3	3	2	～𤵊：義同上，見《康熙字典》	上字為【吽】	00223	7	2			[3]ngau6
鞥	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aub	陰入聲	3	0	3	1			00224	8	1			[3]ap7
洽	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aub	陰入聲	3	3	3	2	融合。語音。如用藥～瘡口。又被不潔濕氣所蓋		00225	8	2			[3:verbal]ap7
噏	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaub	陰入聲	3	3	4	1	語詞，同吸。～三～四。見《越廣語對照》		00226	8	1			[3]ngap7
罨	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaub	陰入聲	2	0					00227	8	2	語音，敷也，摀漚。		[2]ngap7
吸	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaub	陰入聲	3	3	4	2	語詞。～三～四：說長說短。見《中山方言》		00228	8	3			[3]ngap7
哈	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaub	陽入聲	3	0	4	1	魚動口貌，見《中華新字典》		00229	8	1			[3]ngap9
:⿰口揖	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaub	陽入聲	2	0					00230	8	2	粵字，語詞，眨眼或招手令跟着。「～頭」，點頭；「～～搖」，不穩。見《學粵詞典》。此詞《廣州話方言詞典》寫作岌。		[2]ngap9
扤	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陰入聲	2	0					00231	8	1	語詞。塞緊，迫使。「～實」，壓緊；「～失」，吝嗇、拘謹。見《學粵詞典》及《廣州話方言詞典》。		[2]ngat7
兀	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	1			00232	8	1			[3]ngat9
扤	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	2			00233	8	2			[3]ngat9
杌	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	3			00234	8	3			[3]ngat9
屼	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	4			00235	8	4			[3]ngat9
卼	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	5			00236	8	5			[3]ngat9
仡	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	6			00237	8	6			[3]ngat9
屹	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	7			00238	8	7			[3]ngat9
汔	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	8			00239	8	8			[3]ngat9
矻	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	9			00240	8	9			[3]ngat9
疙	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	10			00241	8	10			[3:literal]ngat9
訖	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	11			00242	8	11			[3]ngat9
迄	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	12			00243	8	12			[3]ngat9
愾	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaud	陽入聲	3	0	4	13			00244	8	13			[3]ngat9
握	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	1			00245	8	1			[3:literal]ak7
偓	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	2			00246	8	2			[3:literal]ak7
幄	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	3			00247	8	3			[3:literal]ak7
喔	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	4			00248	8	4			[3:literal]ak7
渥	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	5			00249	8	5			[3:literal]ak7
齷	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	6			00250	8	6			[3:literal]ak7
厄	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	7			00251	8	7			[3:literal]ak7
呃	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	8			00252	8	8			[3:literal]ak7
扼	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	9			00253	8	9			[3:literal]ak7
阨	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	10			00254	8	10			[3:literal]ak7
戹	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	11			00255	8	11			[3:literal]ak7
啞	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	12			00256	8	12			[3:literal]ak7
搤	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	13			00257	8	13			[3:literal]ak7
餩	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	14			00258	8	14			[3:literal]ak7
軛	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	15			00259	9	15			[3:rare]ak7
噫	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	auk	陰入聲	3	0	4	16			00260	9	16			[3]ak7
庵	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	1			00261	9	1			[3]am1
菴	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	2			00262	9	2			[3]am1
鵪	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	3			00263	9	3			[3]am1
盦	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	4			00264	9	4			[3]am1
䳺	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	5	同鵪，《分韻》		00265	9	5			[3]am1
媕	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	6	～娿，不決貌。又讀高上聲		00266	9	6			[3]am1;[3:also]am2
葊	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	7			00267	9	7			[3]am1
啽	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	2	0					00268	9	1	音庵，夢寐之聲。見王頌棠《中華新字典》。		[2]am1
諳	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	2	0					00269	9	2			[2:also]am1
闇	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	8			00270	9	1			[3]am1
陰	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	9			00271	9	2			[3]am1
愔	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰平聲	3	0	4	10			00272	9	3			[3]am1
諳	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰上聲	3	0	4	1			00273	9	1			[3]am2
揞	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰上聲	3	0	4	2			00274	9	2			[3]am2
唵	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰上聲	3	0	4	3			00275	9	3			[3]am2
晻	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰上聲	3	0	4	4			00276	9	4			[3]am2
啗	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰上聲	3	0	4	5			00277	9	5			[3]am2
欿	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰上聲	3	0	4	6			00278	9	6			[3]am2
闇	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰上聲	3	0	4	7			00279	9	7			[3:also]am2
黯	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰上聲	3	0	4	8			00280	9	8			[3]am2
暗	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰去聲	3	0	4	1			00281	9	1			[3]am3
闇	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aum	陰去聲	3	0	4	2			00282	9	2			[3]am3
啽	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaum	陽平聲	2	0					00283	9	1	寐聲，見《集韻》，吾含切。《列子》：「眠中～囈呻呼」。自言自語，「～～沉沉」。《廣韻》作寤，義同，即【唅】本字。		[2]ngam4
唅	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaum	陽平聲	2	0					00284	9	2	粵字，咕嚕着回答。～沈，發牢騷。		[2]ngam4
撢	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaum	陽平聲	2	0					00285	9	3	語音。探取，探囊：～袋。本音淫，又可作⿱⺤𡈼寫，近求也，義亦近。		[2]ngam4
奀	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陰平聲	3	3	4	1	瘦弱		00286	9	1			[3]ngan1
䟴	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陰去聲	2	0					00287	9	1	語詞，搖擺或上下振動也。「～跳板」。又「～高腳」，提起腳跟也，見《廣州話方言詞典》。此詞《學粵詞典》借【奀】字代用此字。本音震，動也，見《攷正字彙》。		[2]ngan3
銀	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	1			00288	10	1			[3]ngan4
𣏴	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	3	4	2	粵字。～棯，或～㮌，果味酸		00289	10	2			[3]ngan4
艮	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	3			00290	10	3			[3]ngan4
垠	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	4			00291	10	4			[3]ngan4
齦	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	5			00292	10	5			[3]ngan4
狺	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	6			00293	10	6			[3]ngan4
誾	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	7			00294	10	7			[3]ngan4
嚚	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	8			00295	10	8			[3]ngan4
鄞	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	9			00296	10	9			[3]ngan4
齗	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽平聲	3	0	4	10			00297	10	10			[3]ngan4
韌	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽去聲	3	0	4	1			00298	10	1			[3:verbal]ngan6
靭	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽去聲	3	0	4	2			00299	10	2			[3:verbal]ngan6
垽	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaun	陽去聲	2	0					00300	10	3	沉淀物或沉渣，又讀低平。據《廣韻》五靳切，《爾雅》曰：澱謂之～。見《廣州話本字考》．		[2]ngan6;[2:also]ngan4
癭	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	超平聲	2	0					00301	10	1	語詞，樹～，樹幹上生出之瘤。		[2]ang1
鶯	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	陰平聲	3	0	4	1			00302	10	1			[3]ang1
鸎	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	陰平聲	3	0	4	2			00303	10	2			[3]ang1
嚶	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	陰平聲	3	0	4	3			00304	10	3			[3]ang1
罌	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	陰平聲	3	0	4	4			00305	10	4			[3]ang1
罃	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	陰平聲	3	0	4	5			00306	10	5			[3]ang1
鞥	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	陰平聲	3	0	4	6			00307	10	6			[3]ang1
𬒔	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	陰上聲	3	3	4	1	石傷腳底。見《字解初基》		00308	10	1			[3]ang2
哽	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	aung	陰上聲	3	0	4	2			00309	10	2			[3:verbal]ang2
誾	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaung	陰平聲	3	0	4	1			00310	10	1			[3]ngang1
嚚	A(鴉)音起頭之字（帶ng(吾)音起頭之字在內）	ngaung	陰平聲	3	0	4	2			00311	10	2			[3]ngang1
巴	B(巴)音起頭之字	ba	陰平聲	3	0	5	1			00312	11	1			[3]baa1
吧	B(巴)音起頭之字	ba	陰平聲	3	0	5	2			00313	11	2			[3]baa1
爸	B(巴)音起頭之字	ba	陰平聲	3	0	5	3			00314	11	3			[3]baa1
芭	B(巴)音起頭之字	ba	陰平聲	3	0	5	4			00315	11	4			[3]baa1
疤	B(巴)音起頭之字	ba	陰平聲	3	0	5	5			00316	11	5			[3]baa1
笆	B(巴)音起頭之字	ba	陰平聲	3	0	5	6			00317	11	6			[3]baa1
葩	B(巴)音起頭之字	ba	陰平聲	3	0	5	7			00318	11	7			[3]baa1
舥	B(巴)音起頭之字	ba	陰平聲	3	0	5	8			00319	11	8			[3]baa1
羓	B(巴)音起頭之字	ba	陰平聲	3	0	5	9			00320	11	9			[3]baa1
豝	B(巴)音起頭之字	ba	陰平聲	3	0	5	10			00321	11	10			[3]baa1
叭	B(巴)音起頭之字	ba	陰平聲	3	0	5	11			00322	11	11			[3]baa1
鈀	B(巴)音起頭之字	ba	陰平聲	3	0	5	12			00323	11	12			[3]baa1
把	B(巴)音起頭之字	ba	陰上聲	3	0	5	1			00324	11	1			[3]baa2
靶	B(巴)音起頭之字	ba	陰上聲	3	0	5	2			00325	11	2			[3]baa2
霸	B(巴)音起頭之字	ba	陰去聲	3	0	5	1			00326	11	1			[3]baa3
壩	B(巴)音起頭之字	ba	陰去聲	3	0	5	2			00327	11	2			[3]baa3
灞	B(巴)音起頭之字	ba	陰去聲	3	0	5	3			00328	11	3			[3]baa3
欛	B(巴)音起頭之字	ba	陰去聲	3	0	5	4			00329	11	4			[3]baa3
覇	B(巴)音起頭之字	ba	陰去聲	3	0	5	5			00330	11	5			[3]baa3
伯	B(巴)音起頭之字	ba	陰去聲	3	0	5	6			00331	11	6			[3]baa3
垻	B(巴)音起頭之字	ba	陰去聲	3	0	5	7			00332	11	7			[3]baa3
弝	B(巴)音起頭之字	ba	陰去聲	3	0	5	8			00333	11	8			[3]baa3
靶	B(巴)音起頭之字	ba	陰去聲	3	0	5	9			00334	11	9			[3:also]baa3
䆉	B(巴)音起頭之字	ba	陰去聲	3	0	5	10			00335	11	10			[3]baa3
罷	B(巴)音起頭之字	ba	陽去聲	3	0	5	1			00336	11	1			[3]baa6
吧	B(巴)音起頭之字	ba	陽去聲	3	0	5	2			00337	11	2			[3]baa6
八	B(巴)音起頭之字	bad	中入聲	3	0	5	1			00338	11	1			[3]baat8
捌	B(巴)音起頭之字	bad	中入聲	3	0	5	2			00339	11	2			[3]baat8
茇	B(巴)音起頭之字	bad	陽入聲	3	0	5	1			00340	11	1			[3:rare]baat9
魃	B(巴)音起頭之字	bad	陽入聲	3	0	5	2			00341	11	2			[3]baat9
跛	B(巴)音起頭之字	bae	陰平聲	3	0	6	1			00342	11	1			[3]bai1
鎞	B(巴)音起頭之字	bae	陰平聲	3	0	6	2			00343	11	2			[3:rare]bai1
閉	B(巴)音起頭之字	bae	陰去聲	3	0	6	1			00344	11	1			[3]bai3
蔽	B(巴)音起頭之字	bae	陰去聲	3	0	6	2			00345	12	2			[3]bai3
敝	B(巴)音起頭之字	bae	陽去聲	3	0	6	1			00346	12	1			[3]bai6
幣	B(巴)音起頭之字	bae	陽去聲	3	0	6	2			00347	12	2			[3]bai6
弊	B(巴)音起頭之字	bae	陽去聲	3	0	6	3			00348	12	3			[3]bai6
獘	B(巴)音起頭之字	bae	陽去聲	3	0	6	4			00349	12	4			[3]bai6
斃	B(巴)音起頭之字	bae	陽去聲	3	0	6	5			00350	12	5			[3]bai6
陛	B(巴)音起頭之字	bae	陽去聲	3	0	6	6			00351	12	6			[3]bai6
薛	B(巴)音起頭之字	bae	陽去聲	3	0	6	7			00352	12	7			[3]bai6
稗	B(巴)音起頭之字	bae	陽去聲	3	0	6	8			00353	12	8			[3]bai6
粺	B(巴)音起頭之字	bae	陽去聲	3	0	6	9			00354	12	9			[3:common]bai6
狴	B(巴)音起頭之字	bae	陽去聲	3	0	6	10			00355	12	10			[3]bai6
梐	B(巴)音起頭之字	bae	陽去聲	3	0	6	11			00356	12	11			[3]bai6
彆	B(巴)音起頭之字	bae	陽去聲	3	0	6	12			00357	12	12			[3:also]bai6
迫	B(巴)音起頭之字	bag	陰入聲	3	0	6	1			00358	12	1			[3]baak7
百	B(巴)音起頭之字	bag	中入聲	3	0	6	1			00359	12	1			[3]baak8
佰	B(巴)音起頭之字	bag	中入聲	3	0	6	2			00360	12	2			[3]baak8
栢	B(巴)音起頭之字	bag	中入聲	3	0	6	3			00361	12	3			[3:original]baak8
伯	B(巴)音起頭之字	bag	中入聲	3	0	6	4			00362	12	4			[3]baak8
柏	B(巴)音起頭之字	bag	中入聲	3	0	6	5			00363	12	5			[3:original]baak8
舶	B(巴)音起頭之字	bag	中入聲	3	0	6	6			00364	12	6			[3:also]baak8
檗	B(巴)音起頭之字	bag	中入聲	3	0	6	7			00365	12	7			[3]baak8
蘗	B(巴)音起頭之字	bag	中入聲	3	0	6	8			00366	12	8			[3]baak8
蘖	B(巴)音起頭之字	bag	中入聲	3	0	6	9			00367	12	9			[3]baak8
帛	B(巴)音起頭之字	bag	陽入聲	3	0	6	1			00368	12	1			[3]baak9
匐	B(巴)音起頭之字	bag	陽入聲	3	0	6	2			00369	12	2			[3]baak9
蔔	B(巴)音起頭之字	bag	陽入聲	3	0	6	3			00370	12	3			[3]baak9
菔	B(巴)音起頭之字	bag	陽入聲	3	0	6	4			00371	12	4			[3]baak9
踣	B(巴)音起頭之字	bag	陽入聲	3	0	6	5			00372	12	5			[3]baak9
白	B(巴)音起頭之字	bag	陽入聲	3	0	6	6			00373	12	6			[3]baak9
擺	B(巴)音起頭之字	bai	陰上聲	3	0	6	1			00374	12	1			[3]baai2
襬	B(巴)音起頭之字	bai	陰上聲	3	0	6	2			00375	12	2			[3]baai2
捭	B(巴)音起頭之字	bai	陰上聲	3	0	6	3			00376	12	3			[3]baai2
拜	B(巴)音起頭之字	bai	陰去聲	3	0	6	1			00377	12	1			[3]baai3
湃	B(巴)音起頭之字	bai	陰去聲	3	0	6	2			00378	12	2			[3]baai3
敗	B(巴)音起頭之字	bai	陽去聲	3	0	6	1			00379	13	1			[3]baai6
唄	B(巴)音起頭之字	bai	陽去聲	3	0	6	2			00380	13	2			[3]baai6
憊	B(巴)音起頭之字	bai	陽去聲	3	0	6	3	原讀。疲極		00381	13	3			[3:original]baai6
稗	B(巴)音起頭之字	bai	陽去聲	3	0	6	4			00382	13	4			[3:rare]baai6
粺	B(巴)音起頭之字	bai	陽去聲	3	0	6	5			00383	13	5			[3:original]baai6
班	B(巴)音起頭之字	ban	陰平聲	3	0	6	1			00384	13	1			[3]baan1
斑	B(巴)音起頭之字	ban	陰平聲	3	0	6	2			00385	13	2			[3]baan1
癍	B(巴)音起頭之字	ban	陰平聲	3	0	6	3			00386	13	3			[3]baan1
斒	B(巴)音起頭之字	ban	陰平聲	3	0	6	4			00387	13	4			[3]baan1
般	B(巴)音起頭之字	ban	陰平聲	3	0	6	5			00388	13	5			[3]baan1
瘢	B(巴)音起頭之字	ban	陰平聲	3	0	6	6			00389	13	6			[3]baan1
頒	B(巴)音起頭之字	ban	陰平聲	3	0	6	7			00390	13	7			[3]baan1
板	B(巴)音起頭之字	ban	陰上聲	3	0	6	1			00391	13	1			[3]baan2
版	B(巴)音起頭之字	ban	陰上聲	3	0	6	2			00392	13	2			[3]baan2
坂	B(巴)音起頭之字	ban	陰上聲	3	0	6	3			00393	13	3			[3:common]baan2
阪	B(巴)音起頭之字	ban	陰上聲	3	0	6	4			00394	13	4			[3]baan2
昄	B(巴)音起頭之字	ban	陰上聲	3	0	6	5			00395	13	5			[3]baan2
舨	B(巴)音起頭之字	ban	陰上聲	3	0	6	6			00396	13	6			[3]baan2
闆	B(巴)音起頭之字	ban	陰上聲	3	0	6	7			00397	13	7			[3]baan2
扮	B(巴)音起頭之字	ban	陰去聲	3	0	6	1			00398	13	1			[3]baan3
辦	B(巴)音起頭之字	ban	陽去聲	3	0	6	1			00399	13	1			[3]baan6
拌	B(巴)音起頭之字	ban	陽去聲	3	0	6	2			00400	13	2			[3:verbal]baan6
扮	B(巴)音起頭之字	ban	陽去聲	3	0	6	3			00401	13	3			[3:verbal]baan6
湴	B(巴)音起頭之字	ban	陽去聲	3	0	6	4			00402	13	4			[3]baan6
爿	B(巴)音起頭之字	ban	陽去聲	3	0	6	5			00403	13	5			[3]baan6
𢲔	B(巴)音起頭之字	ban	陽去聲	3	0	6	6	引繫，絆也		00404	13	6			[3]baan6
瓣	B(巴)音起頭之字	ban	陽去聲	3	0	6	7			00405	13	7			[3:original]baan6
綳	B(巴)音起頭之字	bang	陽去聲	3	0	6	1			00406	13	1			[3]baang6
蹦	B(巴)音起頭之字	bang	陽去聲	3	0	6	2			00407	13	2			[3]baang6
:⿰口桻	B(巴)音起頭之字	bang	陽去聲	2	0					00408	13	3	粵字，突然響聲，應讀低平聲。又張開也，應讀低去聲。「～髀」，即膝部外彎，也見《學粵詞典》。此字另體粵字作【𠾴】，義同。		[2]baang6;[2:also]baang4
包	B(巴)音起頭之字	bao	陰平聲	3	0	6	1			00409	13	1			[3]baau1
