# 資料庫版本: 2020-08-22
序號	字頭	字頭種類	異體字	頁碼	補遺頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼讀音	音序	讀音分類	釋義	另見原文	校訂註
385.1	傀			7		f	aai	3	3	faai3	E4		傀儡		
385.2	傀			7		gw	ai	1	1	gwai1	K12		怪異		
386.1	傂			7		z	i	6	6	zi6	P67				
387.1	𠌂			7		s	aan	3	3	saan3	R16				
388.1	傘			8		s	aan	3	3	saan3	R16			同𠌂	
389.1	傜			8		j	iu	4	4	jiu4	S42				
390.1	傒			8		h	ai	4	4	hai4	O32			通奚	
390.2	傒			8		h	ai	6	6	hai6	O34			通繫	
391.1	傖			8		c	ong	1	1	cong1	Q98				
392.1	傑			8		g	it	6	9	git6	J69				
393.1	㑳			8		z	au	3	3	zau3	P34				
393.2	㑳			8		c	au	1	1	cau1	Q32			通搊、㥮	
394.1	傚			8		h	aau	6	6	haau6	O13				
395.1	傍			8		b	ong	6	6	bong6	B68		依傍		
395.2	傍			8		p	ong	4	4	pong4	C61		傍偟		
396.1	傞			8		c	o	1	1	co1	Q89				
397.1	傔			8		h	im	3	3	him3	O70				
398.1	傢			8		g	aa	1	1	gaa1	J1				
399.1	傛			8		j	ung	6	6	jung6	S87		不安		
399.2	傛			8		j	ung	4	4	jung4	S85		傛華		
400.1	傕			8		g	ok	3	8	gok3	J92				
401.1	㑴			8		c	am	1	1	cam1	Q36			侵(本)	
402.1	債			8		z	aai	3	3	zaai3	P6				
403.1	傲			8		ng	ou	6	6	ngou6	N62				
404.1	僅			8		g	an	2	2	gan2	J36		不僅		
404.2	僅			8		g	an	6	6	gan6	J38		將近		
405.1	僃			8		b	ei	6	6	bei6	B38			同備	
406.1	傳			8		c	yun	4	4	cyun4	Q129		傳授		
406.2	傳			8		z	yun	6	6	zyun6	P137		傳記		
407.1	僆			8		l	in	5	5	lin5	I62				
408.1	傮			8		z	ou	1	1	zou1	P91			同遭	
408.2	傮			8		c	ou	4	4	cou4	Q87			通曹	
409.1	僊			8		s	in	1	1	sin1	R79				
410.1	傴			8		j	yu	2	2	jyu2	A49				
411.1	僉			8		c	im	1	1	cim1	Q68				
412.1	僄			8		p	iu	3	3	piu3	C38				
413.1	傶			8		c	au	3	3	cau3	Q34			同腠	
414.1	偋			8		b	ing	2	2	bing2	B54				
415.1	𠍽			8		s	aa	2	2	saa2	R2			同啥	
416.1	傾			8		k	ing	1	1	king1	L36				
417.1	僂			8		l	au	4	4	lau4	I29				
418.1	僈			8		m	aan	6	6	maan6	D15				
419.1	𠌼			8		w	aan	6	6	waan6	T13				
420.1	催			8		c	eoi	1	1	ceoi1	Q108				
421.1	働			8		d	ung	6	6	dung6	F102				
422.1	傷			8		s	oeng	1	1	soeng1	R109				
423.1	⿰亻⿱丿⿳田八夊	C		8		s	o	4	4	so4	R102			同傻	
424.1	傻			8		s	o	4	4	so4	R102				
425.1	傯			8		z	ung	2	2	zung2	P124			同偬	
426.1	傱			8		s	ung	2	2	sung2	R131				
427.1	㑾			8		j	iu	4	4	jiu4	S42				
428.1	傺			8		c	ai	3	3	cai3	Q29				
429.1	傭			8		j	ung	4	4	jung4	S85		雇傭		
429.2	傭			8		j	ung	2	2	jung2	S84		傭金		
430.1	傽			8		z	oeng	1	1	zoeng1	P108		同嫜		
431.1	傹			8		g	oeng	1	1	goeng1	J94			同僵	
432.1	僇			8		l	uk	6	9	luk6	I112				
433.1	僥			8		h	iu	1	1	hiu1	O65		僥倖		
433.2	僥			8		j	iu	4	4	jiu4	S42		僬僥		
434.1	僖			8		h	ei	1	1	hei1	O60				
435.1	僛			8		h	ei	1	1	hei1	O60				
436.1	僡			8		w	ai	6	6	wai6	T25				
437.1	僳			8		s	uk	1	7	suk1	R134				
438.1	僰			8		b	ok	3	8	bok3	B70				
439.1	僚			8		l	iu	4	4	liu4	I55		官僚		
439.2	僚			8		l	ou	5	5	lou5	I76		部分少數民族泛稱		
440.1	僭			8		z	im	3	3	zim3	P74				
440.2	僭			8		c	im	3	3	cim3	Q70				
441.1	僕			8		b	uk	6	9	buk6	B85				
442.1	僓			8		t	eoi	4	4	teoi4	G77				
443.1	僤			8		d	aan	6	6	daan6	F13				
444.1	僑			8		k	iu	4	4	kiu4	L30				
445.1	𠍹			8		z	aap	3	8	zaap3	P22			同劄	
446.1	僞			8		ng	ai	6	6	ngai6	N35				
447.1	僬			8		z	iu	1	1	ziu1	P68				
448.1	僢			8		c	yun	2	2	cyun2	Q127			同舛	
449.1	僦			8		z	au	6	6	zau6	P35				
450.1	○	P		8		g	ing	2	2	ging2	J71				原字模為「僮」，與下條同，不合理且音序表無此字，故刪
451.1	僮			8		z	ong	6	6	zong6	P105		壯族舊稱		
451.2	僮			8		t	ung	4	4	tung4	G85		書僮		
452.1	僗			8		l	ou	4	4	lou4	I75				
453.1	僔			8		z	yun	2	2	zyun2	P135				
454.1	僧			8		z	ang	1	1	zang1	P44				
454.2	僧			8		s	ang	1	1	sang1	R42	G			
455.1	𠍲			8		k	eoi	5	5	keoi5	L54				
456.1	僒			8		kw	an	3	3	kwan3	M16				
457.1	僱			8		g	u	3	3	gu3	J104				
458.1	僴			8		h	aan	5	5	haan5	O23			同僩	
459.1	僩			8		h	aan	5	5	haan5	O23				
460.1	僝			8		s	aan	4	4	saan4	R17				
461.1	僎			8		z	aan	6	6	zaan6	P18				
462.1	僨			9		f	an	5	5	fan5	E21				
463.1	儎			9		z	oi	3	3	zoi3	P100				
464.1	㒓			9		t	aat	3	8	taat3	G14				
465.1	僷			9		j	ip	6	9	jip6	S58				
466.1	儆			9		g	ing	2	2	ging2	J71				
467.1	僸			9		g	am	3	3	gam3	J33				
468.1	僵			9		g	oeng	1	1	goeng1	J94				
469.1	價			9		g	aa	3	3	gaa3	J3				
470.1	僶			9		m	an	5	5	man5	D34				
471.1	儂			9		n	ung	4	4	nung4	H73				
472.1	儇			9		h	yun	1	1	hyun1	O123				
473.1	僽			9		z	au	3	3	zau3	P34				
474.1	儌			9		g	iu	1	1	giu1	J54				
474.2	儌			9		g	iu	2	2	giu2	J55				
475.1	儁			9		z	eon	3	3	zeon3	P120				
476.1	儉			9		g	im	6	6	gim6	J61				
477.1	儈			9		k	ui	3	3	kui3	L57				
477.2	儈			9		k	ui	2	2	kui2	L56				
478.1	儍			9		s	o	4	4	so4	R102			同傻	
479.1	僾			9			oi	3	3	oi3	A38				
479.2	僾			9		ng	oi	3	3	ngoi3	N69				
480.1	儋			9		d	aam	1	1	daam1	F7				
481.1	儃			9		s	in	4	4	sin4	R82				
482.1	億			9		j	ik	1	7	jik1	S67				
483.1	儀			9		j	i	4	4	ji4	S36				
484.1	僿			9		s	i	1	1	si1	R63				
485.1	僻			9		p	ik	1	7	pik1	C49		偏僻		
485.2	僻			9		b	ui	6	6	bui6	B74		僻靜		
486.1	儓			9		t	oi	4	4	toi4	G66				
487.1	儔			9		c	au	4	4	cau4	Q35				
488.1	儒			9		j	yu	4	4	jyu4	A51				
489.1	儛			9		m	ou	5	5	mou5	D69			同舞	
490.1	儗			9		j	i	5	5	ji5	S37				
491.1	儕			9		c	aai	4	4	caai4	Q8				
492.1	儐			9		b	an	3	3	ban3	B29				
493.1	儜			9		n	ing	4	4	ning4	H52				
494.1	儘			9		z	eon	2	2	zeon2	P119				
495.1	優			9		j	au	1	1	jau1	S7				
496.1	儢			9		l	eoi	5	5	leoi5	I100				
497.1	償			9		s	oeng	4	4	soeng4	R112				
498.1	儩			9		c	i	3	3	ci3	Q61				
499.1	儡			9		l	eoi	5	5	leoi5	I100				
500.1	儦			9		b	iu	1	1	biu1	B44				
501.1	儲			9		c	yu	5	5	cyu5	Q125				
502.1	儭			9		c	an	3	3	can3	Q43			通襯	
503.1	儱			9		l	ung	5	5	lung5	I109				
504.1	儵			9		s	uk	1	7	suk1	R134			同倏	
505.1	儳			9		c	aam	3	3	caam3	Q14				
506.1	儴			9		j	oeng	4	4	joeng4	S73		劻儴	同勷	
507.1	㒨			9		s	in	1	1	sin1	R79			同仙	
508.1	儺			9		n	o	4	4	no4	H60				
509.1	儷			9		l	ai	6	6	lai6	I27				
510.1	儸			9		l	o	4	4	lo4	I81				
511.1	儹			9		z	aan	2	2	zaan2	P16				
512.1	儻			9		t	ong	2	2	tong2	G69				
513.1	儼			9		j	im	5	5	jim5	S49				
514.1	儽			9		l	eoi	4	4	leoi4	I99				
515.1	㒩			9		l	o	2	2	lo2	I79		蜾㒩	同蠃	
516.1	儿			9		j	an	4	4	jan4	S22				
517.1	兀			9		ng	at	6	9	ngat6	N56				
518.1	元			9		j	yun	4	4	jyun4	A57				
519.1	允			9		w	an	5	5	wan5	T30				
520.1	兄			9		h	ing	1	1	hing1	O77				
520.2	兄			9		f	ong	3	3	fong3	E35			同况	原書「況、况」二字互見，茲將「況」列為主條目
521.1	充			9		c	ung	1	1	cung1	Q116				
522.1	𠑹			10		g	u	2	2	gu2	J103				
523.1	光			10		gw	ong	1	1	gwong1	K29				
524.1	先			10		s	in	1	1	sin1	R79				
525.1	兇			10		h	ung	1	1	hung1	O116				
526.1	兆			10		s	iu	6	6	siu6	R73				
527.1	克			10		h	ak	1	7	hak1	O59				
528.1	兎			10		t	ou	3	3	tou3	G58			同兔	
529.1	兌			10		d	eoi	3	3	deoi3	F94				
530.1	免			10		m	in	5	5	min5	D59				
531.1	兕			10		z	i	6	6	zi6	P67				
532.1	兒			10		j	i	4	4	ji4	S36		兒女		
532.2	兒			10		ng	ai	4	4	ngai4	N33			同倪	
533.1	兔			10		t	ou	3	3	tou3	G58			同兔	
534.1	兔			10		t	ou	3	3	tou3	G58				
535.1	兖			10		j	in	5	5	jin5	S55				
536.1	兗			10		j	in	5	5	jin5	S55			同兖	
537.1	党			10		d	ong	2	2	dong2	F87				
538.1	兜			10		d	au	1	1	dau1	F23				
539.1	兟			10		s	an	1	1	san1	R38				
540.1	兠			10		d	au	1	1	dau1	F23			同兜	
541.1	兢			10		g	ing	1	1	ging1	J70				
542.1	入			10		j	ap	6	9	jap6	S26				
543.1	兦			10		m	ong	4	4	mong4	D75		滅兦	同亡	
544.1	內			10		n	oi	6	6	noi6	H63		內外		
544.2	內			10		n	aap	6	9	naap6	H17		通納		
545.1	全			10		c	yun	4	4	cyun4	Q129				
546.1	兩			10		l	oeng	5	5	loeng5	I95				
547.1	兪			10		j	yu	4	4	jyu4	A51				
547.2	兪			10		j	yu	6	6	jyu6	A53			通愈	
548.1	會			10		w	ui	6	6	wui6	T61		會議		
548.2	會			10		w	ui	5	5	wui5	T60		懂得		
548.3	會			10		k	ui	2	2	kui2	L56	G	會計		
549.1	八			10		b	aat	3	8	baat3	B18				
550.1	兮			10		h	ai	4	4	hai4	O32				
551.1	六			10		l	uk	6	9	luk6	I112				
552.1	公			10		g	ung	1	1	gung1	J109				
553.1	共			10		g	ung	6	6	gung6	J112		共同		
553.2	共			10		g	ung	1	1	gung1	J109		通恭、供		
553.3	共			10		g	ung	2	2	gung2	J110		拱（本）		
554.1	兵			10		b	ing	1	1	bing1	B53				
555.1	其			10		k	ei	4	4	kei4	L25		其他		
555.2	其			10		g	ei	1	1	gei1	J46		語助詞		
556.1	具			10		g	eoi	6	6	geoi6	J101				
557.1	典			10		d	in	2	2	din2	F64				
558.1	兹			10		z	i	1	1	zi1	P64		現在	同茲	
558.2	兹			10		c	i	4	4	ci4	Q62		龜兹	同茲	
559.1	兼			11		g	im	1	1	gim1	J58				
560.1	冀			11		k	ei	3	3	kei3	L24				
561.1	𩕧			11		s	eon	3	3	seon3	R124			同巽	
562.1	冂			11		gw	ing	1	1	gwing1	K23				
563.1	冄			11		j	im	5	5	jim5	S49			同冉	
564.1	冇			11		m	ou	5	5	mou5	D69				
565.1	𠕂			11		z	oi	3	3	zoi3	P100			同再	
566.1	𠕅			11		z	oi	3	3	zoi3	P100			同再	
567.1	冉			11		j	im	5	5	jim5	S49				
568.1	再			11		z	oi	3	3	zoi3	P100				
569.1	冐			11		m	ou	6	6	mou6	D70		冐昧	同冒	
570.1	冒			11		m	ou	6	6	mou6	D70		冒昧		
570.2	冒			11		m	ak	6	9	mak6	D43		冒頓		
571.1	冑			11		z	au	6	6	zau6	P35				
572.1	冓			11		g	au	3	3	gau3	J29				
573.1	冔			11		h	eoi	2	2	heoi2	O114				
574.1	𠕠			11		s	ing	4	4	sing4	R91				字模本作「晟」，據部首改
575.1	冕			11		m	in	5	5	min5	D59				
576.1	㒼			11		m	un	4	4	mun4	D84				
577.1	㒿			11		l	ei	4	4	lei4	I42				
578.1	冖			11		m	ik	6	9	mik6	D66				
579.1	冘			11		j	am	4	4	jam4	S16		行進		
579.2	冘			11		j	au	4	4	jau4	S10		冘豫		
580.1	冗			11		j	ung	2	2	jung2	S84				
581.1	冚			11		k	am	2	2	kam2	L14		蓋		
581.2	冚			11		h	am	6	6	ham6	O46		嚴密		
582.1	罙			11		s	am	1	1	sam1	R33			深(本)	
583.1	冞			11		m	ei	4	4	mei4	D45				
584.1	冠			11		g	un	1	1	gun1	J106		帽子		
584.2	冠			11		g	un	3	3	gun3	J108		冠軍		
585.1	㓂			11		k	au	3	3	kau3	L10			同寇	
586.1	𠖇			11		m	ing	4	4	ming4	D63			同冥	
587.1	冣			11		z	eoi	3	3	zeoi3	P116			最(本)	
588.1	冧			11		l	am	1	1	lam1	I32		花冧		
588.2	冧			11		l	am	3	3	lam3	I33		倒塌		
589.1	冢			11		c	ung	2	2	cung2	Q117				
590.1	冥			11		m	ing	4	4	ming4	D63				
591.1	冤			11		j	yun	1	1	jyun1	A54				
592.1	幂			11		m	ik	6	9	mik6	D66				
593.1	冪			11		m	ik	6	9	mik6	D66			同幂	
594.1	冫			11		b	ing	1	1	bing1	B53				
595.1	冬			11		d	ung	1	1	dung1	F99				
596.1	冱			11		w	u	6	6	wu6	T57			同沍	
597.1	冲			11		c	ung	1	1	cung1	Q116				
598.1	决			11		k	yut	3	8	kyut3	L62				
599.1	冰			11		b	ing	1	1	bing1	B53				
600.1	况			12		f	ong	3	3	fong3	E35			同況	原書「況、况」二字互見，茲將「況」列為主條目
601.1	冷			12		l	aang	5	5	laang5	I18				
602.1	冺			12		m	an	5	5	man5	D34			同泯	
603.1	冶			12		j	e	5	5	je5	S30				
604.1	冽			12		l	it	6	9	lit6	I66				
605.1	𠗂			12		l	ok	3	8	lok3	I89				
606.1	冼			12		s	in	2	2	sin2	R80				
607.1	凊			12		z	ing	6	6	zing6	P87				
608.1	凌			12		l	ing	4	4	ling4	I68				
609.1	凇			12		s	ung	1	1	sung1	R130				
610.1	凍			12		d	ung	3	3	dung3	F101				
611.1	凄			12		c	ai	1	1	cai1	Q28				
612.1	凎			12		g	am	3	3	gam3	J33				
613.1	凈			12		z	ing	6	6	zing6	P87				
613.2	凈			12		z	eng	6	6	zeng6	P60				
614.1	凋			12		d	iu	1	1	diu1	F55				
615.1	准			12		z	eon	2	2	zeon2	P119				
616.1	凉			12		l	oeng	4	4	loeng4	I94				
616.2	凉			12		l	oeng	6	6	loeng6	I96		原凉	通諒	
617.1	凑			12		c	au	3	3	cau3	Q34				
618.1	减			12		g	aam	2	2	gaam2	J12				
619.1	凓			12		l	eot	6	9	leot6	I106				
620.1	凔			12		c	ong	1	1	cong1	Q98				
621.1	凘			12		s	i	1	1	si1	R63				
622.1	凙			12		d	ok	6	9	dok6	F90				
623.1	凜			12		l	am	5	5	lam5	I35				
624.1	凝			12		j	ing	4	4	jing4	S64				
625.1	几			12		g	ei	1	1	gei1	J46				
626.1	凢			12		f	aan	4	4	faan4	E8			同凡	
627.1	凡			12		f	aan	4	4	faan4	E8				
628.1	凭			12		p	ang	4	4	pang4	C27				
629.1	凰			12		w	ong	4	4	wong4	T48				
630.1	凱			12		h	oi	2	2	hoi2	O90				
631.1	凴			12		p	ang	4	4	pang4	C27			同憑	
632.1	凳			12		d	ang	3	3	dang3	F37				
633.1	凵			12		h	am	3	3	ham3	O43				
634.1	凶			12		h	ung	1	1	hung1	O116				
635.1	凷			12		f	aai	3	3	faai3	E4			塊(本)	
636.1	凸			12		d	at	6	9	dat6	F42				
637.1	凹			12			aau	1	1	aau1	A7		凹入		
637.2	凹			12		n	ap	1	7	nap1	H30		凹凸		
637.3	凹			12		w	aa	1	1	waa1	T1		凹印		
638.1	出			12		c	eot	1	7	ceot1	Q115				
639.1	凼			12		t	am	5	5	tam5	G25			同氹	
640.1	函			12		h	aam	4	4	haam4	O17				
641.1	刀			12		d	ou	1	1	dou1	F77				
642.1	刂			12		d	ou	1	1	dou1	F77				
643.1	刁			12		d	iu	1	1	diu1	F55				
644.1	刃			13		j	an	6	6	jan6	S24				
645.1	刄			13		j	an	6	6	jan6	S24			同刃	
646.1	切			13		c	it	3	8	cit3	Q77		切開		
646.2	切			13		c	ai	3	3	cai3	Q29		一切		
647.1	分			13		f	an	1	1	fan1	E17		分配		
647.2	分			13		f	an	6	6	fan6	E22		本分		
648.1	刈			13		ng	aai	6	6	ngaai6	N10				
649.1	刊			13		h	on	2	2	hon2	O95				
649.2	刊			13		h	on	1	1	hon1	O94	G			
650.1	刌			13		c	yun	2	2	cyun2	Q127				
651.1	刉			13		g	ei	1	1	gei1	J46				
652.1	刓			13		j	yun	4	4	jyun4	A57				
653.1	列			13		l	it	6	9	lit6	I66				
654.1	划			13		w	aa	4	4	waa4	T3		划船		
654.2	划			13		w	aa	1	1	waa1	T1	A	划船		
655.1	刏			13		g	ei	1	1	gei1	J46			同刉	
656.1	刖			13		j	yut	6	9	jyut6	A61				
657.1	刎			13		m	an	5	5	man5	D34				
658.1	刧			13		g	ip	3	8	gip3	J67			同劫	
659.1	刦			13		g	ip	3	8	gip3	J67			同劫	
660.1	別			13		b	it	6	9	bit6	B52				
661.1	刪			13		s	aan	1	1	saan1	R14			同删	
662.1	利			13		l	ei	6	6	lei6	I44				
663.1	删			13		s	aan	1	1	saan1	R14				
664.1	刨			13		p	aau	4	4	paau4	C9				
665.1	判			13		p	un	3	3	pun3	C71				
666.1	初			13		c	o	1	1	co1	Q89				
667.1	刜			13		f	at	1	7	fat1	E23				
668.1	刑			13		j	ing	4	4	jing4	S64				
669.1	刱			13		c	ong	3	3	cong3	Q100		刱造	同創	
669.2	刱			13		c	ong	1	1	cong1	Q98		刱傷	同創	
670.1	刲			13		gw	ai	1	1	gwai1	K12				
671.1	刼			13		g	ip	3	8	gip3	J67			同劫	
672.1	刵			13		j	i	6	6	ji6	S38				
673.1	㓤			13		k	it	3	8	kit3	L35		剝		
673.2	㓤			13		g	at	1	7	gat1	J44		刺		
674.1	刺			13		c	i	3	3	ci3	Q61				
674.2	刺			13		c	ik	3	8	cik3	Q83				
675.1	㓦			13		m	aak	3	8	maak3	D21				
676.1	刳			13		f	u	1	1	fu1	E38				
677.1	到			13		d	ou	3	3	dou3	F79				
678.1	制			13		z	ai	3	3	zai3	P30				
679.1	刮			13		gw	aat	3	8	gwaat3	K10				
680.1	券			13		h	yun	3	3	hyun3	O125				
681.1	剎			13		c	aat	3	8	caat3	Q24		古剎		
681.2	剎			13		s	aat	3	8	saat3	R22		剎車		
682.1	剁			13		d	o	2	2	do2	F82				
682.2	剁			13		d	oek	3	8	doek3	F92				
683.1	刴			13		d	o	2	2	do2	F82			同剁	
683.2	刴			13		d	oek	3	8	doek3	F92			同剁	
684.1	刻			13		h	ak	1	7	hak1	O59				
685.1	刷			13		c	aat	3	8	caat3	Q24		粉刷		
685.2	刷			13		s	aat	3	8	saat3	R22		刷白		
686.1	剌			13		l	aat	6	9	laat6	I22				
687.1	剋			13		h	ak	1	7	hak1	O59				
688.1	剄			13		g	ing	2	2	ging2	J71				
689.1	削			13		s	oek	3	8	soek3	R115				
690.1	則			13		z	ak	1	7	zak1	P51				
691.1	剉			13		c	o	3	3	co3	Q91			同銼	
692.1	前			13		c	in	4	4	cin4	Q74				
693.1	剃			13		t	ai	3	3	tai3	G17				
694.1	剕			13		f	ei	6	6	fei6	E28				
695.1	剒			13		c	ok	3	8	cok3	Q102				
696.1	剚			13		z	i	3	3	zi3	P66				
697.1	剞			13		g	ei	1	1	gei1	J46				
697.2	剞			13		g	ei	2	2	gei2	J47	A			
698.1	剗			13		c	aan	2	2	caan2	Q18				
699.1	𠜶			13		n	ou	5	5	nou5	H57			同腦	
700.1	剔			13		t	ik	1	7	tik1	G55		剔除		
700.2	剔			13		t	ai	3	3	tai3	G17			同剃	
701.1	剛			13		g	ong	1	1	gong1	J88				
702.1	𠜱			13		p	ai	1	1	pai1	C18				
703.1	剠			13		k	ing	4	4	king4	L38			同黥	
703.2	剠			13		l	oek	6	9	loek6	I97			同掠	
704.1	剖			13		p	au	2	2	pau2	C20				
704.2	剖			13		f	au	2	2	fau2	E14				
705.1	剡			13		j	im	5	5	jim5	S49		削尖		
705.2	剡			13		s	im	6	6	sim6	R78		剡溪		
706.1	剜			13		w	un	1	1	wun1	T62				
707.1	𠜾			14		k	yut	3	8	kyut3	L62			同劂	
707.2	𠜾			14		g	yut	3	8	gyut3	J119			同劂	
708.1	剟			14		z	yut	3	8	zyut3	P138				
709.1	剝			14		m	ok	1	7	mok1	D78				
710.1	剨			14		w	aak	6	9	waak6	T19				
711.1	㓶			14		k	it	3	8	kit3	L35			同鍥	
712.1	副			14		f	u	3	3	fu3	E40				
713.1	剬			14		z	ai	3	3	zai3	P30				
713.2	剬			14		t	yun	4	4	tyun4	G87			同剸	
714.1	剮			14		gw	aa	2	2	gwaa2	K2				
715.1	剏			14		c	ong	3	3	cong3	Q100		剏造	同創	
715.2	剏			14		c	ong	1	1	cong1	Q98		剏傷	同創	
716.1	剫			14		d	ok	6	9	dok6	F90				
717.1	剪			14		z	in	2	2	zin2	P77				
718.1	剭			14			uk	1	7	uk1	A47				
718.2	剭			14		ng	uk	1	7	nguk1	N84				
719.1	剳			14		z	aap	3	8	zaap3	P22				
720.1	㓺			14		k	in	4	4	kin4	L34				
721.1	剴			14		h	oi	2	2	hoi2	O90				
722.1	㓻			14		g	ong	1	1	gong1	J88			同剛	
723.1	剩			14		s	ing	6	6	sing6	R92				
724.1	創			14		c	ong	3	3	cong3	Q100		創造		
724.2	創			14		c	ong	1	1	cong1	Q98		創傷		
725.1	割			14		g	ot	3	8	got3	J91				
726.1	剙			14		c	ong	3	3	cong3	Q100		剙造	同創	
726.2	剙			14		c	ong	1	1	cong1	Q98		剙傷	同創	
727.1	剺			14		l	ei	4	4	lei4	I42				
728.1	剸			14		t	yun	4	4	tyun4	G87				
729.1	剽			14		p	iu	5	5	piu5	C40				
730.1	剷			14		c	aan	2	2	caan2	Q18			同鏟	
731.1	剹			14		l	uk	6	9	luk6	I112			同戮	
732.1	剿			14		z	iu	2	2	ziu2	P69		征剿		
732.2	剿			14		c	aau	1	1	caau1	Q9		剿說		
733.1	𠞰			14		z	iu	2	2	ziu2	P69		征𠞰	同剿	
733.2	𠞰			14		c	aau	1	1	caau1	Q9		𠞰說	同剿	
734.1	劂			14		k	yut	3	8	kyut3	L62				
734.2	劂			14		g	yut	3	8	gyut3	J119				
735.1	劃			14		w	aak	6	9	waak6	T19				
736.1	劀			14		gw	aat	3	8	gwaat3	K10			同刮	
737.1	劌			14		gw	ai	3	3	gwai3	K14				
738.1	劇			14		k	ek	6	9	kek6	L28				
739.1	劏			14		t	ong	1	1	tong1	G68				
740.1	劍			14		g	im	3	3	gim3	J60				
741.1	劊			14		k	ui	2	2	kui2	L56				
742.1	劉			14		l	au	4	4	lau4	I29				
743.1	劈			14		p	ik	1	7	pik1	C49				
743.2	劈			14		p	ek	3	8	pek3	C35				
744.1	劐			14		w	ok	6	9	wok6	T52				
745.1	劓			14		j	i	6	6	ji6	S38				
746.1	𠠃			14		c	im	1	1	cim1	Q68				
747.1	㔍			14		c	aat	3	8	caat3	Q24				
748.1	劔			14		g	im	3	3	gim3	J60			同劍	
749.1	劑			14		z	ai	1	1	zai1	P28				
750.1	劖			14		c	aam	4	4	caam4	Q15		鑿		
750.2	劖			14		c	aam	5	5	caam5	Q16		刺		
751.1	劗			14		z	in	2	2	zin2	P77				
752.1	劘			14		m	o	4	4	mo4	D73				
753.1	劚			14		z	uk	1	7	zuk1	P127				
754.1	劙			14		l	ai	5	5	lai5	I26				
755.1	力			14		l	ik	6	9	lik6	I72				
756.1	功			14		g	ung	1	1	gung1	J109				
757.1	加			14		g	aa	1	1	gaa1	J1				
758.1	劣			14		l	yut	3	8	lyut3	I117				
759.1	劫			14		g	ip	3	8	gip3	J67				
760.1	助			14		z	o	6	6	zo6	P97				
761.1	劮			15		j	at	6	9	jat6	S28				
762.1	劬			15		k	eoi	4	4	keoi4	L53				
763.1	努			15		n	ou	5	5	nou5	H57				
764.1	劭			15		s	iu	6	6	siu6	R73				
765.1	劻			15		h	ong	1	1	hong1	O100				
766.1	劼			15		k	it	3	8	kit3	L35				
767.1	効			15		h	aau	6	6	haau6	O13			同效	
768.1	劾			15		h	at	6	9	hat6	O58				
769.1	劵			15		h	yun	3	3	hyun3	O125			同券	
769.2	劵			15		g	yun	6	6	gyun6	J118			通倦	
770.1	勃			15		b	ut	6	9	but6	B81				
771.1	勅			15		c	ik	1	7	cik1	Q82				
772.1	勁			15		g	ing	6	6	ging6	J73				
773.1	勉			15		m	in	5	5	min5	D59				
774.1	勇			15		j	ung	5	5	jung5	S86				
775.1	勑			15		l	oi	6	6	loi6	I83				
775.2	勑			15		c	ik	1	7	cik1	Q82			同敕	
776.1	勍			15		k	ing	4	4	king4	L38				
777.1	勌			15		g	yun	6	6	gyun6	J118			同倦	
778.1	勐			15		m	aang	5	5	maang5	D17				
779.1	勘			15		h	am	3	3	ham3	O43		勘探		
779.2	勘			15		h	am	1	1	ham1	O41		校勘		
780.1	勒			15		l	ak	6	9	lak6	I40				
781.1	勔			15		m	in	5	5	min5	D59				
782.1	勖			15		j	uk	1	7	juk1	S88				
783.1	勗			15		j	uk	1	7	juk1	S88			同勖	
784.1	務			15		m	ou	6	6	mou6	D70				
785.1	勛			15		f	an	1	1	fan1	E17				
786.1	勝			15		s	ing	3	3	sing3	R90		勝利		
786.2	勝			15		s	ing	1	1	sing1	R88		勝任		
787.1	勞			15		l	ou	4	4	lou4	I75				
788.1	勣			15		z	ik	1	7	zik1	P88			同績	
789.1	募			15		m	ou	6	6	mou6	D70				
790.1	勢			15		s	ai	3	3	sai3	R26				
791.1	勤			15		k	an	4	4	kan4	L17				
792.1	勠			15		l	uk	6	9	luk6	I112				
793.1	勦			15		z	iu	2	2	ziu2	P69		征勦	同剿	
793.2	勦			15		c	aau	1	1	caau1	Q9		勦說	同剿	
794.1	勩			15		j	i	6	6	ji6	S38				
794.2	勩			15		j	ai	6	6	jai6	S6	A			
795.1	𠢤			15		k	yut	3	8	kyut3	L62				
796.1	勱			15		m	aai	6	6	maai6	D7				
797.1	勮			15		g	eoi	3	3	geoi3	J100				
798.1	勰			15		h	ip	3	8	hip3	O74				
799.1	勳			15		f	an	1	1	fan1	E17				
800.1	勵			15		l	ai	6	6	lai6	I27				
801.1	勴			15		l	eoi	6	6	leoi6	I101				
802.1	勷			15		s	oeng	1	1	soeng1	R109		成		
802.2	勷			15		j	oeng	4	4	joeng4	S73		劻勷		
803.1	勸			15		h	yun	3	3	hyun3	O125				
804.1	勹			15		b	aau	1	1	baau1	B9				
805.1	勺			15		z	oek	3	8	zoek3	P112				
805.2	勺			15		s	oek	3	8	soek3	R115				
806.1	勿			15		m	at	6	9	mat6	D41				
807.1	勼			15		g	au	1	1	gau1	J27				
808.1	勻			15		w	an	4	4	wan4	T29				
809.1	勾			15		ng	au	1	1	ngau1	N36				
809.2	勾			15		g	au	1	1	gau1	J27				
810.1	匆			15		c	ung	1	1	cung1	Q116				
811.1	匃			15		k	oi	3	3	koi3	L41				
