頁	韻母	聲母	聲調	勘誤項目	單字
90	eon	z	1	-	尊
90	eon	z	1	-	蓁
90	eon	z	1	-	溱
90	eon	z	1	-	榛
90	eon	z	1	-	臻
90	eon	z	1	-	鐫
90	eon	z	1	-	峻
90	eon	z	1	-	竣
90	eon	z	1	-	諄
90	eon	z	1	-	逡
91	eon	z	2	-	隼
91	eon	z	2	-	准
91	eon	z	2	-	凖
91	eon	z	2	-	準
91	eon	z	2	-	贐
91	eon	z	2	-	藎
91	eon	z	2	-	燼
91	eon	z	2	-	儘
91	eon	z	3	-	雋
91	eon	z	3	-	進
91	eon	z	3	-	俊
91	eon	z	3	-	峻
91	eon	z	3	-	朘
91	eon	z	3	-	駿
91	eon	z	3	-	餕
91	eon	z	3	-	畯
91	eon	z	3	-	浚
91	eon	z	3	-	濬
91	eon	z	3	-	晉
91	eon	z	3	-	縉
91	eon	z	3	-	搢
91	eon	z	6	-	盡
91	eon	c	1	-	春
91	eon	c	1	-	椿
91	eon	c	1	-	鶉
91	eon	c	2	-	蠢
91	eon	c	2	-	惷
91	eon	c	4	-	巡
91	eon	c	4	-	秦
91	eon	c	4	-	循
91	eon	c	4	-	馴
91	eon	c	4	-	旬
91	eon	s	1	-	荀
91	eon	s	1	-	恂
91	eon	s	1	-	珣
91	eon	s	1	-	洵
91	eon	s	1	-	殉
91	eon	s	1	-	詢
91	eon	s	1	-	徇
91	eon	s	1	-	郇
91	eon	s	2	-	笋
92	eon	s	2	-	筍
92	eon	s	2	-	匈
92	eon	s	3	-	信
92	eon	s	3	-	訊
92	eon	s	3	-	迅
92	eon	s	3	-	汎
92	eon	s	3	-	巽
92	eon	s	3	-	遜
92	eon	s	3	-	孫
92	eon	s	3	-	舜
92	eon	s	4	-	淳
92	eon	s	4	-	醇
92	eon	s	4	-	脣
92	eon	s	4	-	鶉
92	eon	s	4	-	諄
92	eon	s	6	-	順
92	eon	j	6	-	閏
92	eon	j	6	-	潤
92	oeng	d	1	-	𡁷
92	oeng	n	4	-	娘
92	oeng	n	4	-	孃
93	oeng	l	2	-	両
93	oeng	l	4	-	良
93	oeng	l	4	-	糧
93	oeng	l	4	-	粮
93	oeng	l	4	-	量
93	oeng	l	4	-	梁
93	oeng	l	4	-	粱
93	oeng	l	4	-	凉
93	oeng	l	4	-	樑
93	oeng	l	5	-	兩
93	oeng	l	6	-	輛
93	oeng	l	6	-	魎
93	oeng	l	6	-	諒
93	oeng	l	6	-	亮
93	oeng	l	6	-	量
93	oeng	g	1	-	姜
93	oeng	g	1	-	羌
93	oeng	g	1	-	薑
93	oeng	g	1	-	疆
93	oeng	g	1	-	僵
93	oeng	g	1	-	韁
93	oeng	k	4	-	強
93	oeng	k	4	-	彊
93	oeng	k	5	-	強
93	oeng	k	5	-	襁
93	oeng	k	5	-	鏹
93	oeng	h	1	-	香
93	oeng	h	1	-	鄉
93	oeng	h	2	-	享
93	oeng	h	2	-	饗
93	oeng	h	2	-	嚮
93	oeng	h	2	-	響
93	oeng	h	2	-	响
93	oeng	h	2	-	餉
93	oeng	h	2	-	餮
93	oeng	h	3	-	向
93	oeng	h	3	-	鄉
94	oeng	z	1	-	張
94	oeng	z	1	-	彰
94	oeng	z	1	-	慞
94	oeng	z	1	-	樟
94	oeng	z	1	-	璋
94	oeng	z	1	-	漳
94	oeng	z	1	-	章
94	oeng	z	1	-	鄣
94	oeng	z	1	-	獐
94	oeng	z	1	-	麞
94	oeng	z	1	-	將
94	oeng	z	1	-	漿
94	oeng	z	1	-	䊢
94	oeng	z	2	-	掌
94	oeng	z	2	-	長
94	oeng	z	2	-	獎
94	oeng	z	2	-	槳
94	oeng	z	2	-	蔣
94	oeng	z	6	-	醬
94	oeng	z	6	-	將
94	oeng	z	6	-	帳
94	oeng	z	6	-	悵
94	oeng	z	6	-	丈
94	oeng	z	6	-	杖
94	oeng	z	6	-	仗
94	oeng	z	6	-	象
94	oeng	z	6	-	像
94	oeng	z	6	-	匠
94	oeng	c	1	-	鎗
94	oeng	c	1	-	鏘
94	oeng	c	1	-	昌
94	oeng	c	1	-	倡
94	oeng	c	1	-	猖
94	oeng	c	1	-	娼
94	oeng	c	1	-	菖
94	oeng	c	1	-	閶
94	oeng	c	1	-	窓
94	oeng	c	1	-	窗
94	oeng	c	1	-	牕
94	oeng	c	2	-	搶
94	oeng	c	3	-	唱
94	oeng	c	3	-	暢
94	oeng	c	3	-	鬯
94	oeng	c	4	-	祥
94	oeng	c	4	-	詳
94	oeng	c	6	-	上
94	oeng	c	6	-	尚
95	oeng	c	4	-	庠
95	oeng	c	4	-	翔
95	oeng	c	4	-	戕
95	oeng	c	4	-	牆
95	oeng	c	4	-	墻
95	oeng	c	4	-	檣
95	oeng	c	4	-	嬙
95	oeng	c	4	-	薔
95	oeng	c	4	-	長
95	oeng	c	4	-	腸
95	oeng	c	4	-	場
95	oeng	c	4	-	瘍
95	oeng	c	4	-	償
95	oeng	s	1	-	相
95	oeng	s	1	-	箱
95	oeng	s	1	-	襄
95	oeng	s	1	-	鑲
95	oeng	s	1	-	勷
95	oeng	s	1	-	驤
95	oeng	s	1	-	湘
95	oeng	s	1	-	霜
95	oeng	s	1	-	商
95	oeng	s	1	-	雙
95	oeng	s	1	-	傷
95	oeng	s	1	-	殤
95	oeng	s	1	-	觴
95	oeng	s	2	-	想
95	oeng	s	2	-	賞
95	oeng	s	3	-	相
95	oeng	s	4	-	常
95	oeng	s	4	-	嘗
95	oeng	s	4	-	裳
95	oeng	s	4	-	償
95	oeng	j	1	-	央
95	oeng	j	1	-	殃
95	oeng	j	1	-	秧
95	oeng	j	1	-	泱
95	oeng	j	1	-	鴦
95	oeng	j	2	-	映
95	oeng	j	2	-	怏
95	oeng	j	2	-	鞅
96	oeng	j	4	-	陽
96	oeng	j	4	-	暘
96	oeng	j	4	-	楊
96	oeng	j	4	-	揚
96	oeng	j	4	-	煬
96	oeng	j	4	-	颺
96	oeng	j	4	-	羊
96	oeng	j	4	-	洋
96	oeng	j	4	-	佯
96	oeng	j	4	-	瘍
96	oeng	j	4	-	痒
96	oeng	j	5	-	養
96	oeng	j	5	-	癢
96	oeng	j	5	-	仰
96	oeng	j	6	-	樣
96	oeng	j	6	-	漾
96	oeng	j	6	-	癢
96	oeng	j	6	-	恙
96	i	j	1	-	衣
96	i	j	1	-	依
96	i	j	1	-	伊
96	i	j	1	-	咿
96	i	j	1	-	猗
96	i	j	1	-	漪
96	i	j	1	-	噫
96	i	j	1	-	醫
96	i	j	2	-	倚
96	i	j	2	-	綺
96	i	j	2	-	錡
96	i	j	2	-	椅
96	i	j	2	-	扆
96	i	j	2	-	儿
96	i	j	2	-	犄
96	i	j	3	-	意
96	i	j	3	-	薏
96	i	j	3	-	懿
96	i	j	3	-	饐
96	i	j	3	-	殪
96	i	j	4	-	兒
96	i	j	4	-	而
96	i	j	4	-	輀
96	i	j	4	-	宜
96	i	j	4	-	疑
96	i	j	4	-	嶷
96	i	j	4	-	儀
97	i	j	4	-	夷
97	i	j	4	-	姨
97	i	j	4	-	痍
97	i	j	4	-	詒
97	i	j	4	-	貽
97	i	j	4	-	怡
97	i	j	4	-	飴
97	i	j	4	-	移
97	i	j	4	-	彜
97	i	j	4	-	頤
97	i	j	4	-	蛇
97	i	j	5	-	耳
97	i	j	5	-	爾
97	i	j	5	-	擬
97	i	j	5	-	議
97	i	j	5	-	邇
97	i	j	5	-	以
97	i	j	5	-	苡
97	i	j	5	-	已
97	i	j	5	-	矣
97	i	j	5	-	誼
97	i	j	6	-	二
97	i	j	6	-	貳
97	i	j	6	-	樲
97	i	j	6	-	義
97	i	j	6	-	誼
97	i	j	6	-	異
97	i	j	6	-	肄
97	i	j	6	-	易
97	i	d	1	-	啲
97	i	n	1	-	呢
98	i	z	1	-	之
98	i	z	1	-	知
98	i	z	1	-	蜘
98	i	z	1	-	芝
98	i	z	1	-	支
98	i	z	1	-	枝
98	i	z	1	-	肢
98	i	z	1	-	脂
98	i	z	1	-	巵
98	i	z	1	-	梔
98	i	z	1	-	茲
98	i	z	1	-	孳
98	i	z	1	-	胾
98	i	z	1	-	滋
98	i	z	1	-	菑
98	i	z	1	-	錙
98	i	z	1	-	緇
98	i	z	1	-	資
98	i	z	1	-	貲
98	i	z	1	-	諮
98	i	z	1	-	咨
98	i	z	1	-	粢
98	i	z	1	-	姿
98	i	z	1	-	孜
98	i	z	1	-	髭
98	i	z	1	-	祗
98	i	z	2	-	子
98	i	z	2	-	梓
98	i	z	2	-	榟
98	i	z	2	-	姊
98	i	z	2	-	仔
98	i	z	2	-	耔
98	i	z	2	-	止
98	i	z	2	-	紫
98	i	z	2	-	趾
98	i	z	2	-	址
98	i	z	2	-	祉
98	i	z	2	-	沚
98	i	z	2	-	指
98	i	z	2	-	旨
98	i	z	2	-	祇
98	i	z	2	-	紙
98	i	z	2	-	帋
98	i	z	2	-	只
98	i	z	2	-	咫
98	i	z	2	-	枳
98	i	z	2	-	徵
98	i	z	3	-	志
98	i	z	3	-	誌
98	i	z	3	-	識
98	i	z	3	-	緻
98	i	z	3	-	痣
98	i	z	3	-	至
98	i	z	3	-	致
98	i	z	3	-	輊
98	i	z	3	-	郅
98	i	z	3	-	智
98	i	z	3	-	躓
98	i	z	3	-	贄
98	i	z	3	-	質
98	i	z	3	-	摯
98	i	z	3	-	鷙
98	i	z	3	-	置
98	i	z	3	-	寘
98	i	z	3	-	疐
99	i	z	6	-	治
99	i	z	6	-	雉
99	i	z	6	-	稚
99	i	z	6	-	穉
99	i	z	6	-	彘
99	i	z	6	-	痔
99	i	z	6	-	自
99	i	z	6	-	字
99	i	z	6	-	俟
99	i	z	6	-	伺
99	i	z	6	-	飼
99	i	z	6	-	嗣
99	i	z	6	-	食
99	i	z	6	-	笥
99	i	z	6	-	祀
99	i	z	6	-	巳
99	i	z	6	-	耜
99	i	z	6	-	寺
99	i	c	1	-	雌
99	i	c	1	-	訾
99	i	c	1	-	疵
99	i	c	1	-	眥
99	i	c	1	-	眦
99	i	c	1	-	差
99	i	c	2	-	此
99	i	c	3	-	剌
99	i	c	3	-	恣
99	i	c	3	-	次
99	i	c	3	-	賜
99	i	c	3	-	厠
99	i	c	4	-	辭
99	i	c	4	-	詞
99	i	c	4	-	祠
99	i	c	4	-	慈
99	i	c	4	-	磁
99	i	c	4	-	臍
99	i	c	4	-	鶿
99	i	c	4	-	茨
99	i	c	4	-	柿
99	i	c	4	-	餈
99	i	c	5	-	柿
99	i	c	5	-	似
99	i	c	5	-	姒
100	i	s	1	-	師
100	i	s	1	-	獅
100	i	s	1	-	司
100	i	s	1	-	思
100	i	s	1	-	偲
100	i	s	1	-	緦
100	i	s	1	-	颸
100	i	s	1	-	絲
100	i	s	1	-	私
100	i	s	1	-	蓰
100	i	s	1	-	釃
100	i	s	1	-	斯
100	i	s	1	-	澌
100	i	s	1	-	厮
100	i	s	2	-	史
100	i	s	2	-	使
100	i	s	2	-	死
100	i	s	3	-	使
100	i	s	3	-	四
100	i	s	3	-	泗
100	i	s	3	-	駟
100	i	s	3	-	思
100	i	s	3	-	肆
100	i	s	6	-	仕
100	i	s	6	-	士
100	i	s	6	-	事
100	iu	j	1	-	夭
100	iu	j	1	-	妖
100	iu	j	1	-	么
100	iu	j	1	-	腰
100	iu	j	1	-	要
100	iu	j	1	-	邀
100	iu	j	2	-	擾
100	iu	j	2	-	遶
100	iu	j	2	-	繞
100	iu	j	2	-	殀
100	iu	j	3	-	要
100	iu	j	4	-	堯
100	iu	j	4	-	蕘
100	iu	j	4	-	饒
100	iu	j	4	-	嬈
100	iu	j	4	-	橈
100	iu	j	4	-	驍
101	iu	j	4	-	僥
101	iu	j	4	-	徭
101	iu	j	4	-	猺
101	iu	j	4	-	謠
101	iu	j	4	-	遙
101	iu	j	4	-	窰
101	iu	j	4	-	颻
101	iu	j	4	-	姚
101	iu	j	4	-	搖
101	iu	j	4	-	陶
101	iu	j	6	-	耀
101	iu	j	6	-	燿
101	iu	j	6	-	曜
101	iu	b	1	-	標
101	iu	b	1	-	縹
101	iu	b	1	-	鏢
101	iu	b	1	-	麃
101	iu	b	1	-	鑣
101	iu	b	1	-	飈
101	iu	b	1	-	髟
101	iu	b	1	-	票
101	iu	b	1	-	彪
101	iu	b	2	-	表
101	iu	b	2	-	俵
101	iu	b	2	-	婊
101	iu	p	1	-	飄
101	iu	p	3	-	票
101	iu	p	3	-	漂
